R (a.u.),Phase (deg),Uncorrected phase (deg),Noise (a.u.),X (a.u.),Y (a.u.),Sin Harmonic n,Sin Harmonic n+1,Sin Harmonic n+2,Cos Harmonic n,Cos Harmonic n+1,Cos Harmonic n+2,Higher harmonic number n
2052.18551,-11.26091,-0.19654,0.76185,-2012.67688,400.74573,-45.87572,-557.89889,-68.42039,-82.94339,362.02184,-53.58818,2
2052.18498,-11.26263,-0.19657,0.75056,-2012.66515,400.80194,-45.87410,-557.86799,-68.41488,-82.92466,362.06788,-53.56772,2
2052.18312,-11.27409,-0.19677,0.70250,-2012.58266,401.20641,-45.90400,-557.64579,-68.45061,-82.89281,362.40199,-53.50058,2
2052.18879,-11.27696,-0.19682,0.64612,-2012.56821,401.30791,-45.89158,-557.60532,-68.42467,-82.83083,362.49431,-53.44227,2
2052.19013,-11.28326,-0.19693,0.59615,-2012.52485,401.53213,-45.88589,-557.48686,-68.40592,-82.76639,362.68297,-53.37329,2
2052.18814,-11.28383,-0.19694,0.55464,-2012.52047,401.54394,-45.85626,-557.47498,-68.35195,-82.69686,362.69015,-53.32129,2
2052.18918,-11.28097,-0.19689,0.51145,-2012.54115,401.44558,-45.79812,-557.52974,-68.25175,-82.58274,362.61035,-53.24588,2
2052.1931,-11.28268,-0.19692,0.47150,-2012.53399,401.50149,-45.74181,-557.50742,-68.15019,-82.44137,362.66363,-53.13735,2
2052.20147,-11.28326,-0.19693,0.43676,-2012.53628,401.53283,-45.68596,-557.50974,-68.05289,-82.31599,362.70364,-53.04837,2
2052.20681,-11.28383,-0.19694,0.40346,-2012.53817,401.55064,-45.64436,-557.51294,-67.98064,-82.22443,362.72749,-52.98518,2
2052.20196,-11.29128,-0.19707,0.38292,-2012.47961,401.81923,-45.65314,-557.35658,-67.98345,-82.17712,362.94527,-52.92077,2
2052.19891,-11.30618,-0.19733,0.41785,-2012.37212,402.34168,-45.70776,-557.06802,-68.05848,-82.16928,363.37684,-52.85758,2
2052.19778,-11.31821,-0.19754,0.52598,-2012.28683,402.76226,-45.75375,-556.83982,-68.12281,-82.16520,363.72674,-52.80815,2
2052.19046,-11.3417,-0.19795,0.71984,-2012.11459,403.5846,-45.85340,-556.37862,-68.26576,-82.19852,364.40189,-52.74737,2
2052.18448,-11.3629,-0.19832,0.99977,-2011.9592,404.32819,-45.92971,-555.96223,-68.37033,-82.20405,365.01432,-52.67656,2
2052.18276,-11.3755,-0.19854,1.24799,-2011.86734,404.77632,-45.96308,-555.71703,-68.41146,-82.18234,365.38747,-52.61832,2
2052.18522,-11.37608,-0.19855,1.39698,-2011.8652,404.79945,-45.95392,-555.71392,-68.39597,-82.16514,365.41397,-52.60874,2
2052.18786,-11.37608,-0.19855,1.44769,-2011.87076,404.78522,-45.96247,-555.73109,-68.41308,-82.18344,365.40853,-52.62279,2
2052.19373,-11.37207,-0.19848,1.43315,-2011.90414,404.64903,-45.95353,-555.82210,-68.40509,-82.19420,365.30647,-52.64602,2
2052.20392,-11.37321,-0.19850,1.38442,-2011.90694,404.68679,-45.97492,-555.82969,-68.44630,-82.23584,365.35376,-52.67722,2
2052.21739,-11.37493,-0.19853,1.33027,-2011.90664,404.75655,-46.00741,-555.82788,-68.50845,-82.29705,365.43221,-52.72174,2
2052.22701,-11.37436,-0.19852,1.26885,-2011.91936,404.74214,-46.02984,-555.86252,-68.55358,-82.34500,365.43437,-52.75999,2
2052.2299,-11.36863,-0.19842,1.19190,-2011.96389,404.53538,-46.02210,-555.98395,-68.54922,-82.36830,365.26664,-52.79607,2
2052.22768,-11.36404,-0.19834,1.10446,-2011.99422,404.37323,-46.02938,-556.06856,-68.56863,-82.42505,365.12872,-52.85503,2
2052.22218,-11.35488,-0.19818,1.01662,-2012.05226,404.05644,-46.00469,-556.22820,-68.53580,-82.44811,364.85813,-52.90496,2
2052.22001,-11.34055,-0.19793,0.94373,-2012.15231,403.54681,-45.93614,-556.50051,-68.43216,-82.40669,364.43217,-52.92408,2
2052.21619,-11.32852,-0.19772,0.91536,-2012.23475,403.11612,-45.87056,-556.72450,-68.33066,-82.35340,364.06917,-52.92524,2
2052.2136,-11.3205,-0.19758,0.91958,-2012.28808,402.83659,-45.81620,-556.86868,-68.24338,-82.28965,363.83332,-52.90274,2
2052.21453,-11.31019,-0.19740,0.94187,-2012.36157,402.47412,-45.76267,-557.06696,-68.16288,-82.25174,363.53292,-52.91122,2
2052.21337,-11.30102,-0.19724,0.99583,-2012.4235,402.1584,-45.72493,-557.23413,-68.10990,-82.25883,363.26898,-52.95633,2
2052.20588,-11.29071,-0.19706,1.05328,-2012.4864,401.80525,-45.70323,-557.40677,-68.08423,-82.30162,362.96416,-53.02606,2
2052.19911,-11.27982,-0.19687,1.13183,-2012.55664,401.41868,-45.67988,-557.59934,-68.05592,-82.33521,362.63169,-53.08709,2
2052.19763,-11.27466,-0.19678,1.19694,-2012.59437,401.22192,-45.66062,-557.70143,-68.03011,-82.34313,362.46557,-53.11554,2
2052.19752,-11.26779,-0.19666,1.24203,-2012.64232,400.98071,-45.63681,-557.83016,-67.99913,-82.35123,362.26454,-53.14921,2
2052.19662,-11.26435,-0.19660,1.27405,-2012.66484,400.86305,-45.63868,-557.89065,-68.00847,-82.38806,362.16396,-53.19104,2
2052.18964,-11.26091,-0.19654,1.28070,-2012.67914,400.75551,-45.64949,-557.93095,-68.03100,-82.44344,362.06270,-53.24425,2
2052.18123,-11.26091,-0.19654,1.25954,-2012.67256,400.7455,-45.67131,-557.91528,-68.06900,-82.50609,362.04078,-53.29417,2
2052.17654,-11.26378,-0.19659,1.21736,-2012.64947,400.83744,-45.71535,-557.85359,-68.14349,-82.58806,362.10928,-53.34536,2
2052.17275,-11.26492,-0.19661,1.15037,-2012.63557,400.88781,-45.74326,-557.81443,-68.18929,-82.63004,362.14283,-53.36658,2
2052.17151,-11.25576,-0.19645,1.09586,-2012.69784,400.56873,-45.71889,-557.97937,-68.15658,-82.63745,361.87167,-53.39935,2
2052.17656,-11.24602,-0.19628,1.07591,-2012.77171,400.22328,-45.70077,-558.17259,-68.13916,-82.67365,361.58656,-53.46161,2
2052.18439,-11.24029,-0.19618,1.06981,-2012.82163,400.01235,-45.69779,-558.29749,-68.14353,-82.71255,361.41560,-53.51210,2
2052.18861,-11.242,-0.19621,1.05325,-2012.81293,400.07772,-45.72476,-558.26107,-68.18818,-82.75359,361.46794,-53.53244,2
2052.19195,-11.24258,-0.19622,1.01103,-2012.81025,400.10837,-45.74626,-558.23790,-68.22301,-82.79087,361.48752,-53.55273,2
2052.20291,-11.24544,-0.19627,0.95635,-2012.80227,400.20469,-45.77032,-558.19419,-68.26264,-82.82897,361.57125,-53.57260,2
2052.21077,-11.24315,-0.19623,0.89907,-2012.82445,400.13349,-45.75920,-558.22882,-68.24369,-82.81129,361.50948,-53.56092,2
2052.22585,-11.242,-0.19621,0.84635,-2012.84901,400.08727,-45.75070,-558.26510,-68.23228,-82.80671,361.47702,-53.56395,2
2052.24232,-11.24602,-0.19628,0.79123,-2012.8352,400.24113,-45.75726,-558.19548,-68.24026,-82.78944,361.61171,-53.53734,2
2052.25813,-11.24888,-0.19633,0.73002,-2012.83405,400.32799,-45.76207,-558.15935,-68.24850,-82.79647,361.68916,-53.54034,2
2052.27032,-11.24831,-0.19632,0.67303,-2012.85005,400.31005,-45.75464,-558.17012,-68.23819,-82.79659,361.67404,-53.54636,2
2052.28579,-11.25003,-0.19635,0.61982,-2012.8527,400.37608,-45.75955,-558.14335,-68.24811,-82.80698,361.73357,-53.55268,2
2052.30317,-11.25117,-0.19637,0.56982,-2012.86167,400.42002,-45.74579,-558.13249,-68.22516,-82.77496,361.77729,-53.52738,2
2052.31598,-11.2506,-0.19636,0.52399,-2012.87766,400.40532,-45.72203,-558.14220,-68.18527,-82.73343,361.76603,-53.49985,2
2052.32718,-11.24945,-0.19634,0.48183,-2012.89654,400.36779,-45.68499,-558.16166,-68.12158,-82.65693,361.73475,-53.44430,2
2052.3325,-11.24659,-0.19629,0.44429,-2012.91952,400.27951,-45.65935,-558.19595,-68.07878,-82.62648,361.65391,-53.42968,2
2052.33844,-11.24258,-0.19622,0.41354,-2012.95417,400.13572,-45.61243,-558.26350,-68.00011,-82.56162,361.52943,-53.39624,2
2052.34336,-11.23685,-0.19612,0.39903,-2012.99969,399.93192,-45.57177,-558.36386,-67.93393,-82.51835,361.35474,-53.38211,2
2052.34368,-11.23226,-0.19604,0.40560,-2013.03289,399.76636,-45.53834,-558.43453,-67.87633,-82.47284,361.20623,-53.35754,2
2052.34417,-11.22367,-0.19589,0.43375,-2013.09165,399.47294,-45.49124,-558.57689,-67.79889,-82.42080,360.95186,-53.33962,2
2052.3473,-11.21164,-0.19568,0.51525,-2013.18062,399.04039,-45.43898,-558.80422,-67.71958,-82.39064,360.58725,-53.35329,2
2052.35139,-11.20362,-0.19554,0.63459,-2013.23889,398.76735,-45.42100,-558.95259,-67.69758,-82.41378,360.35971,-53.39647,2
2052.3514,-11.20247,-0.19552,0.70736,-2013.24641,398.72946,-45.45377,-558.96928,-67.75750,-82.50914,360.32426,-53.47477,2
2052.34712,-11.20705,-0.19560,0.71690,-2013.20976,398.89241,-45.50457,-558.87015,-67.83991,-82.58796,360.45162,-53.51601,2
2052.34897,-11.2082,-0.19562,0.69438,-2013.20579,398.92199,-45.52671,-558.86126,-67.87813,-82.62074,360.47853,-53.53437,2
2052.35675,-11.21049,-0.19566,0.66373,-2013.19715,399.00557,-45.54835,-558.84087,-67.91591,-82.64293,360.56046,-53.54306,2
2052.36124,-11.21737,-0.19578,0.61604,-2013.15424,399.24511,-45.59402,-558.73047,-67.99040,-82.68245,360.76883,-53.54816,2
2052.36294,-11.23169,-0.19603,0.57197,-2013.05531,399.75237,-45.67390,-558.46988,-68.11475,-82.74361,361.19703,-53.54371,2
2052.3686,-11.24659,-0.19629,0.58553,-2012.95794,400.27143,-45.73499,-558.21110,-68.20555,-82.75680,361.64047,-53.50181,2
2052.37881,-11.25633,-0.19646,0.64955,-2012.89834,400.62332,-45.77172,-558.05324,-68.25991,-82.74334,361.95062,-53.45395,2
2052.385,-11.2632,-0.19658,0.72653,-2012.85547,400.87035,-45.80783,-557.94217,-68.31738,-82.76913,362.16830,-53.45202,2
2052.38775,-11.26263,-0.19657,0.77615,-2012.86451,400.83904,-45.81308,-557.97324,-68.33134,-82.80621,362.15077,-53.49299,2
2052.38294,-11.27352,-0.19676,0.80491,-2012.78318,401.22266,-45.84540,-557.76275,-68.37437,-82.80116,362.46953,-53.45545,2
2052.37062,-11.29185,-0.19708,0.91508,-2012.64087,401.87298,-45.90892,-557.39077,-68.45960,-82.79596,363.00113,-53.38415,2
2052.36033,-11.30732,-0.19735,1.06610,-2012.52447,402.40303,-45.95691,-557.09117,-68.52290,-82.78081,363.43716,-53.31689,2
2052.34842,-11.32394,-0.19764,1.24018,-2012.39351,402.99678,-46.00447,-556.75471,-68.58287,-82.75504,363.92540,-53.23623,2
2052.33381,-11.3354,-0.19784,1.40504,-2012.29944,403.39191,-46.03685,-556.52129,-68.62236,-82.74193,364.24491,-53.18554,2
2052.3253,-11.34628,-0.19803,1.53497,-2012.21283,403.78047,-46.06982,-556.30975,-68.66594,-82.72997,364.56925,-53.13874,2
2052.31608,-11.35946,-0.19826,1.64889,-2012.11098,404.24089,-46.13244,-556.05921,-68.76139,-82.78493,364.95259,-53.14257,2
2052.30274,-11.37207,-0.19848,1.76124,-2012.01122,404.66947,-46.20630,-555.81544,-68.87611,-82.87476,365.30337,-53.17450,2
2052.28979,-11.38353,-0.19868,1.85514,-2011.91564,405.07883,-46.26293,-555.58135,-68.95970,-82.92281,365.63792,-53.17468,2
2052.27981,-11.38181,-0.19865,1.89749,-2011.92073,405.00295,-46.25082,-555.61660,-68.93963,-82.92048,365.57263,-53.18440,2
2052.26774,-11.37149,-0.19847,1.84737,-2011.98243,404.63513,-46.23531,-555.80483,-68.92395,-82.97376,365.25963,-53.26270,2
2052.25737,-11.36519,-0.19836,1.74478,-2012.01605,404.41528,-46.23499,-555.91447,-68.92894,-83.02098,365.07057,-53.31827,2
2052.25006,-11.36347,-0.19833,1.63245,-2012.0182,404.36752,-46.24715,-555.93594,-68.95060,-83.05094,365.02804,-53.34161,2
2052.24616,-11.36233,-0.19831,1.51821,-2012.02447,404.31651,-46.26331,-555.96709,-68.97999,-83.08415,364.98708,-53.36563,2
2052.25077,-11.35889,-0.19825,1.40528,-2012.05185,404.20362,-46.26478,-556.05177,-68.98968,-83.10559,364.90654,-53.39287,2
2052.25615,-11.35717,-0.19822,1.29672,-2012.07086,404.13634,-46.24590,-556.11168,-68.96053,-83.06469,364.86516,-53.36687,2
2052.25722,-11.35144,-0.19812,1.19317,-2012.1118,403.93789,-46.20851,-556.22998,-68.90114,-83.00557,364.70728,-53.33588,2
2052.25366,-11.348,-0.19806,1.09721,-2012.13041,403.82708,-46.18557,-556.28706,-68.86118,-82.95751,364.61297,-53.30228,2
2052.2529,-11.34858,-0.19807,1.00931,-2012.12586,403.84588,-46.17177,-556.27858,-68.83486,-82.91446,364.62979,-53.26598,2
2052.25408,-11.34514,-0.19801,0.92864,-2012.15317,403.71579,-46.14706,-556.35418,-68.79713,-82.89853,364.52526,-53.27230,2
2052.25744,-11.34055,-0.19793,0.86015,-2012.18865,403.556,-46.09820,-556.44862,-68.71631,-82.82232,364.39774,-53.23122,2
2052.26103,-11.33482,-0.19783,0.80357,-2012.23116,403.36223,-46.05591,-556.56249,-68.64746,-82.75636,364.24173,-53.19603,2
2052.26732,-11.33081,-0.19776,0.76118,-2012.26568,403.222,-46.03207,-556.65526,-68.61107,-82.72206,364.13404,-53.18151,2
2052.26564,-11.33482,-0.19783,0.71721,-2012.23601,403.36146,-46.06157,-556.57732,-68.65730,-82.74618,364.24767,-53.18083,2
2052.26366,-11.33368,-0.19781,0.66668,-2012.24234,403.31984,-46.05360,-556.59745,-68.64411,-82.72757,364.21154,-53.16748,2
2052.26012,-11.33311,-0.19780,0.62355,-2012.24271,403.29999,-46.03388,-556.60247,-68.60867,-82.67571,364.19205,-53.12619,2
2052.25356,-11.33024,-0.19775,0.58261,-2012.25938,403.18344,-46.02804,-556.65482,-68.60301,-82.69268,364.08908,-53.15179,2
2052.24486,-11.32508,-0.19766,0.55921,-2012.28464,403.013,-46.03506,-556.73385,-68.62166,-82.74368,363.93950,-53.20391,2
2052.23477,-11.32165,-0.19760,0.54362,-2012.29783,402.89576,-46.06243,-556.78258,-68.67451,-82.82599,363.83280,-53.27279,2
2052.22445,-11.31305,-0.19745,0.54797,-2012.34877,402.58865,-46.05715,-556.93406,-68.67719,-82.88332,363.56863,-53.34527,2
2052.21333,-11.30446,-0.19730,0.58982,-2012.40079,402.27182,-46.05414,-557.08948,-68.68420,-82.95963,363.29593,-53.43749,2
2052.20049,-11.29529,-0.19714,0.65913,-2012.4529,401.94548,-46.05085,-557.24547,-68.69029,-83.04688,363.01213,-53.54187,2
2052.1895,-11.27982,-0.19687,0.77072,-2012.54704,401.41769,-46.01736,-557.51422,-68.64966,-83.10501,362.56176,-53.64229,2
2052.18024,-11.26378,-0.19659,0.93168,-2012.65211,400.84313,-45.96679,-557.81174,-68.58099,-83.13764,362.07494,-53.73026,2
2052.17402,-11.25289,-0.19640,1.09753,-2012.7215,400.46271,-45.93531,-558.01074,-68.53996,-83.17097,361.75478,-53.80018,2
2052.17316,-11.24372,-0.19624,1.22600,-2012.78438,400.14212,-45.90988,-558.19071,-68.51045,-83.20472,361.49198,-53.86669,2
2052.17732,-11.23742,-0.19613,1.32694,-2012.8315,399.92641,-45.88873,-558.32629,-68.48627,-83.22111,361.32356,-53.90985,2
2052.18096,-11.24143,-0.19620,1.35768,-2012.80851,400.06074,-45.88578,-558.27036,-68.47852,-83.18963,361.44513,-53.87802,2
2052.18552,-11.25289,-0.19640,1.31482,-2012.73475,400.45503,-45.89794,-558.07454,-68.48737,-83.13516,361.78427,-53.80342,2
2052.18859,-11.26664,-0.19664,1.22340,-2012.64116,400.94084,-45.92617,-557.82597,-68.52259,-83.10553,362.19841,-53.74131,2
2052.18816,-11.27982,-0.19687,1.12602,-2012.54618,401.41514,-45.95056,-557.57427,-68.55034,-83.06272,362.59824,-53.66660,2
2052.18894,-11.29529,-0.19714,1.05658,-2012.44061,401.94801,-45.98571,-557.29378,-68.59595,-83.04002,363.04799,-53.60577,2
2052.19073,-11.30274,-0.19727,1.02497,-2012.39032,402.20888,-46.00263,-557.16216,-68.62070,-83.05266,363.27223,-53.60432,2
2052.19501,-11.30961,-0.19739,1.00663,-2012.34358,402.46454,-46.01679,-557.03944,-68.64113,-83.05750,363.49522,-53.59721,2
2052.19139,-11.31706,-0.19752,1.00715,-2012.28812,402.72324,-46.02028,-556.89399,-68.63941,-83.03619,363.70825,-53.56859,2
2052.18695,-11.32795,-0.19771,1.02487,-2012.20647,403.10845,-46.04671,-556.67723,-68.67183,-83.02718,364.02457,-53.53138,2
2052.18049,-11.33826,-0.19789,1.07522,-2012.13113,403.45149,-46.07821,-556.47811,-68.71285,-83.02141,364.30254,-53.49185,2
2052.17338,-11.34972,-0.19809,1.14128,-2012.04096,403.86477,-46.13199,-556.23993,-68.79007,-83.04582,364.63744,-53.46564,2
2052.15834,-11.36061,-0.19828,1.22631,-2011.94855,404.24857,-46.17758,-555.99687,-68.85116,-83.06243,364.93707,-53.43577,2
2052.14084,-11.36634,-0.19838,1.29501,-2011.89224,404.43988,-46.20371,-555.85260,-68.88482,-83.08090,365.07426,-53.42666,2
2052.12548,-11.37035,-0.19845,1.33187,-2011.84972,404.57344,-46.21594,-555.74511,-68.89459,-83.06393,365.16687,-53.39036,2
2052.11591,-11.37379,-0.19851,1.33835,-2011.81609,404.69214,-46.23028,-555.65959,-68.91047,-83.05001,365.25520,-53.35765,2
2052.10864,-11.37951,-0.19861,1.34041,-2011.76792,404.89468,-46.23825,-555.53288,-68.91507,-83.02554,365.41709,-53.31974,2
2052.10583,-11.37665,-0.19856,1.31816,-2011.7837,404.80201,-46.23258,-555.57935,-68.91010,-83.05421,365.33989,-53.35963,2
2052.10483,-11.3692,-0.19843,1.25350,-2011.83668,404.53357,-46.21671,-555.72711,-68.89462,-83.08872,365.11898,-53.41807,2
2052.10153,-11.36003,-0.19827,1.16327,-2011.89642,404.21961,-46.20559,-555.89424,-68.88687,-83.12626,364.85514,-53.47502,2
2052.09637,-11.3566,-0.19821,1.07119,-2011.91591,404.09641,-46.21775,-555.95293,-68.91168,-83.17107,364.74633,-53.51627,2
2052.08846,-11.35259,-0.19814,0.98499,-2011.93618,403.95528,-46.20133,-556.01233,-68.88617,-83.16769,364.62004,-53.52794,2
2052.08633,-11.34915,-0.19808,0.90656,-2011.9588,403.83173,-46.17025,-556.07629,-68.83562,-83.12759,364.51696,-53.51236,2
2052.08631,-11.34686,-0.19804,0.83714,-2011.97663,403.74282,-46.14305,-556.12736,-68.79232,-83.08835,364.44579,-53.49456,2
2052.09101,-11.35259,-0.19814,0.77152,-2011.9404,403.94715,-46.16517,-556.03132,-68.82807,-83.10454,364.62539,-53.49438,2
2052.0995,-11.36003,-0.19827,0.71142,-2011.89671,404.20783,-46.18419,-555.91344,-68.85592,-83.09249,364.85690,-53.46472,2
2052.10643,-11.37207,-0.19848,0.67569,-2011.81821,404.63354,-46.24350,-555.70282,-68.94894,-83.13771,365.22233,-53.46201,2
2052.11693,-11.38181,-0.19865,0.68256,-2011.76093,404.97143,-46.28463,-555.54752,-69.01310,-83.15770,365.51933,-53.44792,2
2052.12952,-11.38639,-0.19873,0.71421,-2011.73859,405.14617,-46.28333,-555.48450,-69.00797,-83.12212,365.68342,-53.41095,2
2052.14123,-11.38868,-0.19877,0.73020,-2011.73696,405.21356,-46.26271,-555.47743,-68.97218,-83.06216,365.75647,-53.36432,2
2052.14807,-11.3904,-0.19880,0.73033,-2011.73142,405.27571,-46.24010,-555.46228,-68.93152,-82.99145,365.81852,-53.30632,2
2052.1562,-11.39269,-0.19884,0.72964,-2011.7194,405.37651,-46.22161,-555.43060,-68.89631,-82.91843,365.91497,-53.24214,2
2052.16234,-11.38926,-0.19878,0.70741,-2011.75205,405.24557,-46.17252,-555.52031,-68.81383,-82.81074,365.81724,-53.16730,2
2052.16098,-11.39441,-0.19887,0.68080,-2011.71414,405.42681,-46.16943,-555.42094,-68.79713,-82.72301,365.96717,-53.06736,2
2052.16029,-11.39556,-0.19889,0.66007,-2011.7035,405.47613,-46.17389,-555.39588,-68.79972,-82.68189,366.00821,-53.01440,2
2052.15468,-11.399,-0.19895,0.63900,-2011.67425,405.59284,-46.19425,-555.32036,-68.82682,-82.66038,366.09729,-52.96711,2
2052.14527,-11.40644,-0.19908,0.64303,-2011.6144,405.84198,-46.21849,-555.16187,-68.85373,-82.61264,366.29112,-52.88407,2
2052.13663,-11.39957,-0.19896,0.63140,-2011.65173,405.61321,-46.19566,-555.26660,-68.81667,-82.57641,366.08969,-52.86265,2
2052.13193,-11.38639,-0.19873,0.58566,-2011.7416,405.14345,-46.16080,-555.51354,-68.77082,-82.59204,365.69422,-52.91515,2
2052.12607,-11.37149,-0.19847,0.56126,-2011.8414,404.61785,-46.11677,-555.78860,-68.70973,-82.59486,365.25126,-52.96103,2
2052.11781,-11.35832,-0.19824,0.60480,-2011.9282,404.14407,-46.08920,-556.02926,-68.67611,-82.63128,364.84858,-53.02926,2
2052.11509,-11.34514,-0.19801,0.69720,-2012.01653,403.69028,-46.04411,-556.27205,-68.61167,-82.61643,364.47033,-53.05560,2
2052.11837,-11.33253,-0.19779,0.82962,-2012.10719,403.25486,-45.99219,-556.52032,-68.53654,-82.58011,364.11634,-53.06569,2
2052.12712,-11.32451,-0.19765,0.95494,-2012.17285,402.97166,-45.96185,-556.69976,-68.49830,-82.57383,363.89705,-53.09145,2
2052.13414,-11.3142,-0.19747,1.05813,-2012.25291,402.60742,-45.91873,-556.91827,-68.43836,-82.54908,363.60604,-53.10831,2
2052.1365,-11.30732,-0.19735,1.15216,-2012.30487,402.35969,-45.88827,-557.06153,-68.39372,-82.52884,363.40413,-53.11667,2
2052.13419,-11.29873,-0.19720,1.22700,-2012.35988,402.07269,-45.85149,-557.21366,-68.33825,-82.50484,363.16339,-53.12572,2
2052.131,-11.29128,-0.19707,1.28741,-2012.41254,401.79278,-45.80696,-557.35940,-68.26826,-82.45854,362.92801,-53.11570,2
2052.13072,-11.28211,-0.19691,1.34150,-2012.47516,401.47758,-45.76498,-557.53218,-68.20552,-82.42885,362.66719,-53.12337,2
2052.1317,-11.27123,-0.19672,1.40160,-2012.55062,401.10412,-45.69382,-557.73749,-68.09306,-82.35254,362.35955,-53.10482,2
2052.12934,-11.26722,-0.19665,1.44552,-2012.57798,400.95477,-45.65633,-557.81244,-68.03202,-82.31355,362.23411,-53.09443,2
2052.12592,-11.26435,-0.19660,1.45653,-2012.59475,400.85304,-45.63229,-557.85975,-67.99216,-82.29339,362.14656,-53.09292,2
2052.11963,-11.26206,-0.19656,1.44736,-2012.60635,400.76258,-45.61197,-557.89315,-67.95799,-82.27524,362.06504,-53.08912,2
2052.11487,-11.2655,-0.19662,1.40195,-2012.57403,400.90052,-45.59447,-557.80707,-67.92023,-82.20732,362.17677,-53.02443,2
2052.11063,-11.2718,-0.19673,1.32733,-2012.52838,401.1079,-45.59102,-557.68550,-67.90539,-82.15863,362.34678,-52.96890,2
2052.1091,-11.28211,-0.19691,1.23114,-2012.45303,401.47796,-45.61214,-557.48382,-67.92825,-82.11892,362.65488,-52.90170,2
2052.10636,-11.293,-0.19710,1.13266,-2012.37442,401.85782,-45.66374,-557.27483,-68.00406,-82.13980,362.96798,-52.87523,2
2052.10565,-11.30675,-0.19734,1.05350,-2012.27612,402.34618,-45.72443,-557.01105,-68.09393,-82.17237,363.37467,-52.85365,2
2052.10781,-11.3205,-0.19758,1.01992,-2012.18335,402.82085,-45.78035,-556.76093,-68.17789,-82.21211,363.77399,-52.84568,2
2052.10804,-11.33482,-0.19783,1.03069,-2012.08258,403.32502,-45.84297,-556.49050,-68.27169,-82.25782,364.19428,-52.83803,2
2052.10559,-11.34915,-0.19808,1.10353,-2011.98021,403.82294,-45.90842,-556.21609,-68.36933,-82.30945,364.60514,-52.83361,2
2052.10395,-11.35602,-0.19820,1.18243,-2011.92843,404.07254,-45.95226,-556.07811,-68.43828,-82.36640,364.81020,-52.85742,2
2052.10065,-11.36634,-0.19838,1.24958,-2011.85435,404.42448,-46.00663,-555.87974,-68.52003,-82.40639,365.09689,-52.85055,2
2052.09656,-11.37493,-0.19853,1.31968,-2011.78731,404.73707,-46.07744,-555.70077,-68.63184,-82.48554,365.34936,-52.87249,2
2052.09355,-11.37608,-0.19855,1.35627,-2011.77932,404.76151,-46.10470,-555.68059,-68.67779,-82.53772,365.36440,-52.90660,2
2052.09347,-11.37722,-0.19857,1.35162,-2011.76979,404.80845,-46.12232,-555.65638,-68.70720,-82.57436,365.40344,-52.93249,2
2052.09766,-11.37722,-0.19857,1.31969,-2011.77181,404.81966,-46.11659,-555.66212,-68.69780,-82.56570,365.41987,-52.92984,2
2052.10323,-11.38009,-0.19862,1.27749,-2011.75667,404.92316,-46.10064,-555.62025,-68.66755,-82.51487,365.51550,-52.88828,2
2052.10729,-11.38353,-0.19868,1.23359,-2011.74,405.02652,-46.06967,-555.57308,-68.60971,-82.42149,365.60832,-52.81118,2
2052.10712,-11.38696,-0.19874,1.19556,-2011.71571,405.14632,-46.04573,-555.50507,-68.56293,-82.34676,365.70779,-52.74738,2
2052.10476,-11.3841,-0.19869,1.14197,-2011.73231,405.05192,-46.02388,-555.54674,-68.52690,-82.31485,365.62344,-52.73074,2
2052.10455,-11.3755,-0.19854,1.06640,-2011.79158,404.75639,-45.99152,-555.70069,-68.48131,-82.30827,365.37384,-52.75486,2
2052.113,-11.36634,-0.19838,0.98196,-2011.86427,404.43778,-45.94148,-555.88675,-68.40652,-82.25492,365.11630,-52.74355,2
2052.11959,-11.36806,-0.19841,0.90277,-2011.85978,404.49352,-45.91659,-555.86273,-68.36065,-82.17829,365.16609,-52.67919,2
2052.12256,-11.36634,-0.19838,0.82994,-2011.8736,404.43987,-45.90685,-555.89153,-68.34574,-82.17124,365.11998,-52.68047,2
2052.12715,-11.35832,-0.19824,0.76641,-2011.93471,404.15911,-45.88920,-556.05160,-68.32759,-82.20159,364.88905,-52.73502,2
2052.12938,-11.34686,-0.19804,0.73012,-2012.01917,403.74971,-45.87120,-556.27882,-68.31235,-82.25827,364.54850,-52.82089,2
2052.12637,-11.33769,-0.19788,0.72913,-2012.07999,403.43124,-45.86567,-556.44474,-68.31222,-82.30912,364.27643,-52.88565,2
2052.12608,-11.32795,-0.19771,0.76218,-2012.1492,403.08445,-45.84710,-556.63421,-68.29040,-82.33150,363.98664,-52.93023,2
2052.12113,-11.31592,-0.19750,0.83105,-2012.22743,402.66847,-45.81259,-556.85148,-68.23972,-82.32166,363.63316,-52.95198,2
2052.11729,-11.30732,-0.19735,0.91960,-2012.28655,402.35331,-45.78666,-557.01748,-68.20203,-82.31450,363.36642,-52.96903,2
2052.11966,-11.29758,-0.19718,1.00855,-2012.35498,402.02304,-45.73213,-557.20560,-68.11497,-82.23696,363.09619,-52.93286,2
2052.1255,-11.29013,-0.19705,1.08929,-2012.41164,401.7692,-45.68157,-557.35773,-68.03447,-82.16787,362.89422,-52.90205,2
2052.12604,-11.2867,-0.19699,1.14349,-2012.43889,401.6354,-45.65625,-557.43116,-67.99421,-82.13875,362.78476,-52.89162,2
2052.12365,-11.28555,-0.19697,1.16142,-2012.44421,401.59654,-45.64526,-557.44526,-67.97614,-82.12537,362.75121,-52.88467,2
