R (a.u.),Phase (deg),Uncorrected phase (deg),Noise (a.u.),X (a.u.),Y (a.u.),Sin Harmonic n,Sin Harmonic n+1,Sin Harmonic n+2,Cos Harmonic n,Cos Harmonic n+1,Cos Harmonic n+2,Higher harmonic number n
2055.35857,-11.47004,-0.20019,1.61402,-2014.309,408.7274,-47.90521,-553.95937,-71.84930,-86.33102,368.33506,-55.21009,2
2055.36964,-11.46775,-0.20015,1.53749,-2014.33964,408.63206,-47.87561,-554.03452,-71.80312,-86.27882,368.26824,-55.18126,2
2055.38262,-11.46431,-0.20009,1.45873,-2014.37684,408.51398,-47.86038,-554.12546,-71.78410,-86.26674,368.18316,-55.18589,2
2055.39369,-11.45801,-0.19998,1.39383,-2014.43218,408.29673,-47.85329,-554.26316,-71.78364,-86.29985,368.01088,-55.23511,2
2055.3988,-11.45457,-0.19992,1.33321,-2014.45846,408.19278,-47.86007,-554.31999,-71.79851,-86.32053,367.92067,-55.25370,2
2055.40938,-11.45744,-0.19997,1.26953,-2014.44863,408.29457,-47.87870,-554.27546,-71.82788,-86.32372,368.00788,-55.24105,2
2055.42116,-11.46431,-0.20009,1.18278,-2014.41224,408.53329,-47.90660,-554.15859,-71.86882,-86.32255,368.21084,-55.21410,2
2055.42813,-11.46947,-0.20018,1.09182,-2014.38245,408.71521,-47.92186,-554.05980,-71.88969,-86.32581,368.36038,-55.20297,2
2055.42763,-11.47463,-0.20027,1.00392,-2014.34717,408.88657,-47.95301,-553.94841,-71.93771,-86.37782,368.49030,-55.23121,2
2055.42698,-11.48723,-0.20049,0.92887,-2014.25404,409.34187,-48.00508,-553.68080,-72.01082,-86.40358,368.85540,-55.20695,2
2055.42922,-11.4964,-0.20065,0.88649,-2014.1908,409.66414,-48.02956,-553.49383,-72.04089,-86.39002,369.11539,-55.16481,2
2055.43563,-11.49869,-0.20069,0.85684,-2014.18014,409.7487,-48.02086,-553.45047,-72.02371,-86.35563,369.18651,-55.13331,2
2055.4396,-11.49754,-0.20067,0.82031,-2014.19536,409.69379,-48.02324,-553.47985,-72.03054,-86.36636,369.13975,-55.14358,2
2055.44433,-11.49353,-0.20060,0.76928,-2014.22644,409.5647,-48.02499,-553.55259,-72.04017,-86.39914,369.03321,-55.18056,2
2055.45118,-11.49124,-0.20056,0.71346,-2014.24918,409.48723,-48.02895,-553.59708,-72.05214,-86.43188,368.96999,-55.21437,2
2055.46509,-11.49525,-0.20063,0.66244,-2014.23514,409.62608,-48.05051,-553.52906,-72.08811,-86.45947,369.08881,-55.22523,2
2055.49356,-11.49812,-0.20068,0.62242,-2014.24275,409.73154,-48.05386,-553.49707,-72.09770,-86.46630,369.19029,-55.23102,2
2055.53276,-11.50614,-0.20082,0.59510,-2014.22486,410.01605,-48.08718,-553.36939,-72.15339,-86.50392,369.43867,-55.24325,2
2055.58407,-11.51244,-0.20093,0.60422,-2014.22755,410.25999,-48.10417,-553.26361,-72.17894,-86.50442,369.65044,-55.22775,2
2055.65175,-11.51359,-0.20095,0.60996,-2014.28569,410.3136,-48.10888,-553.27228,-72.19046,-86.51539,369.70453,-55.23973,2
2055.73298,-11.5176,-0.20102,0.61859,-2014.33921,410.4578,-48.12913,-553.23162,-72.22438,-86.53648,369.82772,-55.24981,2
2055.82888,-11.52791,-0.20120,0.64771,-2014.35939,410.83897,-48.16571,-553.06251,-72.27473,-86.53204,370.14161,-55.21720,2
2055.94637,-11.53536,-0.20133,0.70958,-2014.41986,411.1303,-48.17757,-552.96053,-72.28194,-86.48319,370.38395,-55.16407,2
2056.08383,-11.54338,-0.20147,0.78806,-2014.49652,411.44199,-48.18736,-552.85797,-72.27866,-86.40686,370.63989,-55.08572,2
2056.24607,-11.54682,-0.20153,0.85365,-2014.63221,411.58835,-48.17409,-552.86728,-72.23765,-86.30853,370.76337,-55.00969,2
2056.42439,-11.54625,-0.20152,0.88182,-2014.81123,411.60293,-48.15078,-552.94760,-72.17962,-86.21592,370.77105,-54.95081,2
2056.61895,-11.54625,-0.20152,0.89014,-2015.00041,411.64894,-48.15796,-553.01258,-72.17193,-86.18933,370.79994,-54.93922,2
2056.82344,-11.54453,-0.20149,0.87884,-2015.21266,411.63162,-48.16965,-553.10600,-72.16952,-86.17319,370.76869,-54.93325,2
2057.04247,-11.53249,-0.20128,0.83879,-2015.51541,411.24368,-48.14340,-553.41950,-72.11610,-86.16733,370.43888,-54.97725,2
2057.26856,-11.50958,-0.20088,0.80535,-2015.89781,410.49964,-48.08064,-553.93645,-72.01449,-86.18296,369.81985,-55.08213,2
2057.49824,-11.49124,-0.20056,0.85526,-2016.25788,409.88193,-48.00848,-554.39099,-71.89061,-86.14053,369.31066,-55.12666,2
2057.72114,-11.47749,-0.20032,0.95707,-2016.57195,409.45557,-47.95327,-554.73057,-71.78767,-86.08737,368.95605,-55.13862,2
2057.93746,-11.4666,-0.20013,1.07624,-2016.86171,409.1154,-47.89042,-555.01657,-71.67033,-86.00959,368.67379,-55.12665,2
2058.15421,-11.46202,-0.20005,1.16929,-2017.10632,408.99982,-47.82110,-555.19237,-71.53637,-85.86920,368.59024,-55.04709,2
2058.36013,-11.45572,-0.19994,1.23825,-2017.35283,408.82027,-47.75610,-555.39280,-71.41263,-85.75410,368.45020,-54.98974,2
2058.55731,-11.44598,-0.19977,1.30199,-2017.61907,408.49909,-47.66577,-555.67058,-71.24913,-85.59168,368.19419,-54.90190,2
2058.73542,-11.44426,-0.19974,1.34994,-2017.80468,408.47985,-47.63914,-555.76012,-71.18559,-85.49766,368.17731,-54.82717,2
2058.90471,-11.4477,-0.19980,1.35845,-2017.94592,408.6354,-47.63928,-555.76081,-71.16748,-85.43713,368.31390,-54.76473,2
2059.05161,-11.45113,-0.19986,1.33885,-2018.06302,408.79726,-47.65322,-555.74198,-71.17440,-85.42199,368.45000,-54.74063,2
2059.16587,-11.45801,-0.19998,1.30052,-2018.12629,409.06036,-47.69865,-555.64331,-71.23475,-85.46730,368.66191,-54.75477,2
2059.23938,-11.47004,-0.20019,1.24892,-2018.11487,409.48651,-47.76395,-555.43439,-71.32695,-85.52689,369.00580,-54.76642,2
2059.26083,-11.48666,-0.20048,1.19173,-2018.01678,410.07737,-47.83182,-555.11105,-71.42124,-85.54508,369.48514,-54.72488,2
2059.22526,-11.49296,-0.20059,1.13799,-2017.93744,410.28912,-47.86180,-554.97370,-71.47083,-85.57108,369.65635,-54.72467,2
2059.13373,-11.49296,-0.20059,1.07916,-2017.84604,410.27927,-47.88190,-554.93651,-71.51948,-85.63912,369.64994,-54.77647,2
2058.98842,-11.49181,-0.20057,1.00978,-2017.71317,410.20347,-47.89200,-554.90414,-71.55448,-85.70015,369.58611,-54.82388,2
2058.80493,-11.5027,-0.20076,0.94838,-2017.45535,410.55039,-47.95899,-554.62437,-71.67661,-85.79286,369.87361,-54.84785,2
2058.59834,-11.51588,-0.20099,0.92067,-2017.15923,410.96928,-48.02836,-554.30309,-71.80125,-85.86706,370.22522,-54.84673,2
2058.36421,-11.52791,-0.20120,0.94584,-2016.84313,411.34782,-48.08754,-553.96781,-71.90356,-85.91184,370.52535,-54.81711,2
2058.12655,-11.53421,-0.20131,0.99374,-2016.56192,411.53722,-48.12139,-553.74119,-71.97105,-85.95161,370.67400,-54.80764,2
2057.88984,-11.53593,-0.20134,1.02303,-2016.31817,411.54785,-48.14735,-553.61571,-72.03170,-86.01755,370.67728,-54.83699,2
2057.65823,-11.54281,-0.20146,1.04140,-2016.0449,411.7285,-48.19631,-553.39817,-72.12402,-86.08678,370.81943,-54.84708,2
2057.44365,-11.54968,-0.20158,1.06841,-2015.78379,411.93456,-48.21790,-553.18889,-72.16676,-86.08374,370.99326,-54.80243,2
2057.24561,-11.5577,-0.20172,1.10831,-2015.53245,412.17524,-48.23216,-552.97585,-72.19439,-86.04894,371.20139,-54.72984,2
2057.06249,-11.55427,-0.20166,1.12838,-2015.37599,412.02632,-48.21279,-552.98976,-72.17802,-86.02952,371.08964,-54.71191,2
2056.88614,-11.5514,-0.20161,1.12139,-2015.22458,411.8865,-48.21484,-552.98799,-72.19692,-86.06625,370.97494,-54.73735,2
2056.72887,-11.5451,-0.20150,1.09662,-2015.1142,411.64112,-48.19198,-553.06095,-72.17727,-86.08115,370.78018,-54.76358,2
2056.59333,-11.53593,-0.20134,1.06353,-2015.04962,411.27993,-48.12713,-553.22001,-72.08861,-86.01751,370.50015,-54.74245,2
2056.47293,-11.5239,-0.20113,1.02988,-2015.01884,410.82843,-48.03198,-553.43741,-71.94819,-85.89241,370.14644,-54.68110,2
2056.36321,-11.51072,-0.20090,1.00680,-2015.00581,410.34282,-47.93881,-553.67312,-71.81160,-85.78575,369.75969,-54.64029,2
2056.26169,-11.5027,-0.20076,0.99717,-2014.96051,410.05647,-47.88818,-553.79385,-71.74172,-85.74052,369.53191,-54.62844,2
2056.16549,-11.49926,-0.20070,0.99507,-2014.89292,409.90611,-47.87153,-553.82923,-71.72324,-85.74825,369.40635,-54.64406,2
2056.07641,-11.50499,-0.20080,0.97674,-2014.76633,410.08151,-47.89943,-553.68052,-71.76695,-85.77209,369.54330,-54.63294,2
2055.99795,-11.50614,-0.20082,0.94066,-2014.67939,410.11529,-47.93225,-553.61640,-71.82773,-85.85840,369.56444,-54.69237,2
2055.92937,-11.50843,-0.20086,0.90047,-2014.59685,410.17695,-47.97813,-553.54362,-71.91270,-85.98161,369.61136,-54.78278,2
2055.87251,-11.509,-0.20087,0.85783,-2014.53442,410.19854,-48.01130,-553.50444,-71.97630,-86.07665,369.62967,-54.85430,2
2055.81793,-11.51416,-0.20096,0.81289,-2014.44589,410.35975,-48.05895,-553.38006,-72.05434,-86.15003,369.75455,-54.88478,2
2055.77469,-11.509,-0.20087,0.77043,-2014.44134,410.1654,-48.05025,-553.46751,-72.04770,-86.17522,369.59303,-54.91789,2
2055.74221,-11.51072,-0.20090,0.72929,-2014.39642,410.22322,-48.07002,-553.43250,-72.08265,-86.19532,369.64780,-54.91904,2
2055.71684,-11.51359,-0.20095,0.68768,-2014.35087,410.31978,-48.09462,-553.38468,-72.12634,-86.22045,369.73957,-54.92280,2
2055.69689,-11.52333,-0.20112,0.65021,-2014.26277,410.65218,-48.13972,-553.21082,-72.19667,-86.23478,370.02801,-54.89407,2
2055.68094,-11.53192,-0.20127,0.62969,-2014.18354,410.96081,-48.19863,-553.05126,-72.29312,-86.29466,370.29562,-54.90553,2
2055.66388,-11.53307,-0.20129,0.61565,-2014.15802,411.00057,-48.22768,-553.03015,-72.34682,-86.35842,370.33454,-54.95136,2
2055.64498,-11.53421,-0.20131,0.59355,-2014.13392,411.02412,-48.26097,-553.00752,-72.40746,-86.44086,370.35393,-55.01364,2
2055.62773,-11.53135,-0.20126,0.56699,-2014.13771,410.91925,-48.25063,-553.05385,-72.39452,-86.45048,370.26620,-55.03302,2
2055.61568,-11.53249,-0.20128,0.53350,-2014.11657,410.96258,-48.23455,-553.02605,-72.36641,-86.41733,370.30599,-55.00845,2
2055.60262,-11.53421,-0.20131,0.50584,-2014.08921,411.03137,-48.22969,-552.97871,-72.35721,-86.41004,370.36232,-55.00323,2
2055.58957,-11.53307,-0.20129,0.47776,-2014.08782,410.97288,-48.20727,-552.99836,-72.32206,-86.39773,370.31158,-55.00929,2
2055.57506,-11.52619,-0.20117,0.44451,-2014.1197,410.74403,-48.17159,-553.10612,-72.26863,-86.39146,370.11563,-55.03529,2
2055.56195,-11.51645,-0.20100,0.41675,-2014.1776,410.39434,-48.13505,-553.28330,-72.21935,-86.41684,369.82042,-55.10048,2
2055.54857,-11.5113,-0.20091,0.41365,-2014.20064,410.21423,-48.10824,-553.36436,-72.17838,-86.41251,369.66340,-55.12029,2
2055.53779,-11.51072,-0.20090,0.41066,-2014.19484,410.18865,-48.10073,-553.36470,-72.16724,-86.42119,369.63752,-55.13587,2
2055.52664,-11.50671,-0.20083,0.41661,-2014.21527,410.03246,-48.08709,-553.43502,-72.15104,-86.45290,369.50272,-55.18417,2
2055.51115,-11.50557,-0.20081,0.42341,-2014.20788,409.9911,-48.06193,-553.42879,-72.10656,-86.42596,369.45486,-55.17367,2
2055.50338,-11.50671,-0.20083,0.42153,-2014.19202,410.03004,-48.02472,-553.39511,-72.03973,-86.35042,369.48355,-55.11980,2
2055.50274,-11.51473,-0.20097,0.39686,-2014.13312,410.31607,-48.00463,-553.24105,-71.99573,-86.25855,369.72664,-55.03129,2
2055.50227,-11.52046,-0.20107,0.36820,-2014.09171,410.51697,-47.98418,-553.13356,-71.95120,-86.16208,369.89668,-54.93814,2
2055.50061,-11.51932,-0.20105,0.34209,-2014.09922,410.47175,-47.95219,-553.15812,-71.89635,-86.09963,369.86077,-54.89620,2
2055.4942,-11.52161,-0.20109,0.32007,-2014.07683,410.54958,-47.92826,-553.10225,-71.84884,-86.03378,369.91927,-54.84116,2
2055.4931,-11.51473,-0.20097,0.29584,-2014.123,410.31748,-47.86935,-553.22953,-71.75343,-85.96396,369.72905,-54.81803,2
2055.49408,-11.50786,-0.20085,0.28293,-2014.1752,410.06608,-47.82900,-553.37287,-71.69283,-85.93582,369.52522,-54.82645,2
2055.49406,-11.49754,-0.20067,0.32215,-2014.248,409.70822,-47.76285,-553.57194,-71.59018,-85.87162,369.23260,-54.81849,2
2055.49502,-11.48838,-0.20051,0.39985,-2014.3124,409.39628,-47.69816,-553.74784,-71.48848,-85.79993,368.97968,-54.80066,2
2055.49654,-11.48207,-0.20040,0.49948,-2014.35792,409.17991,-47.64812,-553.87203,-71.40829,-85.73166,368.80559,-54.77220,2
2055.49522,-11.48494,-0.20045,0.55099,-2014.33739,409.27437,-47.65067,-553.81963,-71.40570,-85.68433,368.88304,-54.71425,2
2055.49863,-11.49411,-0.20061,0.53713,-2014.27425,409.60204,-47.68156,-553.65048,-71.44449,-85.63869,369.15970,-54.63076,2
2055.50206,-11.50671,-0.20083,0.49637,-2014.19082,410.02936,-47.72374,-553.42550,-71.49933,-85.59618,369.51808,-54.53965,2
2055.51128,-11.51645,-0.20100,0.47885,-2014.12937,410.37725,-47.76532,-553.25836,-71.55868,-85.58009,369.81764,-54.48249,2
2055.52168,-11.51874,-0.20104,0.48235,-2014.1237,410.45718,-47.76037,-553.23990,-71.54781,-85.53529,369.89798,-54.43855,2
2055.52633,-11.51932,-0.20105,0.48305,-2014.12317,410.48309,-47.75981,-553.23753,-71.54716,-85.52618,369.92577,-54.43091,2
2055.53326,-11.52104,-0.20108,0.46944,-2014.11911,410.53768,-47.76963,-553.22523,-71.56502,-85.53453,369.98110,-54.43381,2
2055.53348,-11.52333,-0.20112,0.46572,-2014.1026,410.61979,-47.77783,-553.18063,-71.57762,-85.53727,370.04999,-54.42966,2
2055.53259,-11.51989,-0.20106,0.45008,-2014.12678,410.49674,-47.76133,-553.24641,-71.55416,-85.53122,369.94769,-54.44010,2
2055.5359,-11.51531,-0.20098,0.41783,-2014.15936,410.35339,-47.74879,-553.33423,-71.54098,-85.53907,369.83567,-54.46392,2
2055.53705,-11.50728,-0.20084,0.38687,-2014.21883,410.06715,-47.73063,-553.49546,-71.52311,-85.57499,369.60203,-54.52556,2
2055.53625,-11.50155,-0.20074,0.37256,-2014.25843,409.86859,-47.73596,-553.60296,-71.54275,-85.64713,369.43679,-54.60491,2
2055.53604,-11.50786,-0.20085,0.35642,-2014.21636,410.07426,-47.76880,-553.48850,-71.59411,-85.68200,369.60631,-54.61224,2
2055.53266,-11.5176,-0.20102,0.33088,-2014.14162,410.42428,-47.80461,-553.28663,-71.64077,-85.66396,369.88829,-54.55388,2
2055.53086,-11.52562,-0.20116,0.33706,-2014.08248,410.70534,-47.83471,-553.12635,-71.68049,-85.65157,370.11538,-54.50853,2
2055.53181,-11.53765,-0.20137,0.39386,-2013.99831,411.12265,-47.88546,-552.89612,-71.75258,-85.66065,370.45819,-54.46785,2
2055.52606,-11.54567,-0.20151,0.49783,-2013.93241,411.41662,-47.93972,-552.71618,-71.83415,-85.71386,370.68864,-54.47387,2
2055.51635,-11.55198,-0.20162,0.59684,-2013.87894,411.62976,-48.00379,-552.57039,-71.93565,-85.80973,370.84599,-54.51883,2
2055.51237,-11.55369,-0.20165,0.65568,-2013.86335,411.68618,-48.04920,-552.52584,-72.01254,-85.90284,370.88209,-54.58151,2
2055.50333,-11.55713,-0.20171,0.69794,-2013.83024,411.80298,-48.09560,-552.43604,-72.08552,-85.98005,370.95936,-54.62312,2
2055.4965,-11.55198,-0.20162,0.69614,-2013.85959,411.62535,-48.12371,-552.51531,-72.14181,-86.10067,370.79783,-54.73566,2
2055.4914,-11.54567,-0.20151,0.65986,-2013.8993,411.40556,-48.13960,-552.62088,-72.17930,-86.20654,370.60484,-54.84344,2
2055.49159,-11.54109,-0.20143,0.60931,-2013.93409,411.23613,-48.14172,-552.71085,-72.19162,-86.26884,370.46202,-54.91472,2
2055.49743,-11.54052,-0.20142,0.56024,-2013.94379,411.21783,-48.12752,-552.72944,-72.16901,-86.25024,370.45208,-54.90826,2
2055.50924,-11.54625,-0.20152,0.51858,-2013.91227,411.43117,-48.12716,-552.63542,-72.16227,-86.19627,370.64300,-54.84751,2
2055.5192,-11.55198,-0.20162,0.49042,-2013.88106,411.63366,-48.12365,-552.54368,-72.14939,-86.12770,370.82297,-54.77198,2
2055.52465,-11.56172,-0.20179,0.49411,-2013.81827,411.96791,-48.12777,-552.36883,-72.14136,-86.03850,371.10508,-54.66343,2
2055.53235,-11.56573,-0.20186,0.52547,-2013.79405,412.12472,-48.10917,-552.29857,-72.10297,-85.95540,371.24529,-54.58614,2
2055.54947,-11.56573,-0.20186,0.54728,-2013.81088,412.12785,-48.07280,-552.33846,-72.04408,-85.87271,371.27332,-54.53053,2
2055.56762,-11.56172,-0.20179,0.53344,-2013.85773,411.98942,-48.01787,-552.46166,-71.95822,-85.77449,371.18702,-54.47548,2
2055.57299,-11.55656,-0.20170,0.49973,-2013.90234,411.79809,-48.00041,-552.58408,-71.93931,-85.79139,371.03858,-54.51476,2
2055.57332,-11.55312,-0.20164,0.45991,-2013.9244,411.69187,-47.98651,-552.64650,-71.92100,-85.79616,370.95292,-54.53431,2
2055.57524,-11.55599,-0.20169,0.42377,-2013.90728,411.78518,-48.00161,-552.60209,-71.94622,-85.81610,371.03408,-54.54291,2
2055.57347,-11.55713,-0.20171,0.39228,-2013.89876,411.81803,-48.00812,-552.58178,-71.95616,-85.82567,371.05909,-54.54737,2
2055.58135,-11.55541,-0.20168,0.36157,-2013.91654,411.77039,-47.99350,-552.62935,-71.93566,-85.80808,371.03254,-54.54423,2
2055.58386,-11.56229,-0.20180,0.34080,-2013.86899,412.0154,-48.02988,-552.50164,-71.99318,-85.84988,371.24029,-54.55752,2
2055.58367,-11.56057,-0.20177,0.32255,-2013.88385,411.94179,-48.03461,-552.54302,-72.00812,-85.91212,371.18215,-54.62549,2
2055.58187,-11.55713,-0.20171,0.29985,-2013.90603,411.82439,-48.01675,-552.60459,-71.98252,-85.92112,371.08555,-54.65303,2
2055.57083,-11.55427,-0.20166,0.27606,-2013.91674,411.7169,-48.02421,-552.63751,-71.99755,-85.97681,370.98259,-54.70750,2
2055.55749,-11.56057,-0.20177,0.25558,-2013.85605,411.94711,-48.07391,-552.47831,-72.07135,-86.03463,371.15326,-54.72188,2
2055.54517,-11.56974,-0.20193,0.26445,-2013.7794,412.26023,-48.12073,-552.27528,-72.13587,-86.06185,371.39264,-54.70351,2
2055.53589,-11.57317,-0.20199,0.30355,-2013.74377,412.38792,-48.13897,-552.18193,-72.15708,-86.06272,371.48217,-54.68414,2
2055.53282,-11.56687,-0.20188,0.30761,-2013.78801,412.15653,-48.11294,-552.30246,-72.11706,-86.05141,371.28492,-54.69645,2
2055.53121,-11.55828,-0.20173,0.28523,-2013.84691,411.86061,-48.07290,-552.46133,-72.05728,-86.03914,371.03738,-54.72190,2
2055.52877,-11.54281,-0.20146,0.31100,-2013.95506,411.31927,-48.01784,-552.75345,-71.98302,-86.06233,370.58787,-54.80423,2
2055.52713,-11.52848,-0.20121,0.42551,-2014.05665,410.81337,-47.95175,-553.02752,-71.88767,-86.05050,370.16898,-54.85610,2
2055.53183,-11.51989,-0.20106,0.57481,-2014.12463,410.50342,-47.89294,-553.20935,-71.79836,-86.00492,369.92137,-54.86265,2
2055.53731,-11.51817,-0.20103,0.66875,-2014.14152,410.44801,-47.86031,-553.25232,-71.74555,-85.96038,369.88554,-54.84360,2
2055.53724,-11.52333,-0.20112,0.70031,-2014.10519,410.62592,-47.87978,-553.15352,-71.77389,-85.97771,370.03447,-54.84365,2
2055.5413,-11.52848,-0.20121,0.67429,-2014.07127,410.81254,-47.88458,-553.05960,-71.77708,-85.95438,370.19710,-54.81185,2
2055.54187,-11.52562,-0.20116,0.63907,-2014.09361,410.70585,-47.85557,-553.11888,-71.73147,-85.91936,370.11183,-54.80041,2
2055.54802,-11.51473,-0.20097,0.63008,-2014.17607,410.33206,-47.78912,-553.33951,-71.63078,-85.84567,369.81380,-54.78255,2
2055.56016,-11.50213,-0.20075,0.66933,-2014.27735,409.89553,-47.72002,-553.61085,-71.53015,-85.77404,369.47278,-54.77195,2
2055.57157,-11.48723,-0.20049,0.76452,-2014.39639,409.36738,-47.62751,-553.93085,-71.38954,-85.65415,369.05491,-54.72719,2
2055.57937,-11.46832,-0.20016,0.94126,-2014.54094,408.69468,-47.54145,-554.32237,-71.26763,-85.59444,368.51324,-54.74633,2
2055.58756,-11.45686,-0.19996,1.12455,-2014.62966,408.29833,-47.48752,-554.56379,-71.19025,-85.54835,368.19983,-54.74968,2
2055.59002,-11.45343,-0.19990,1.25110,-2014.65571,408.18217,-47.45701,-554.63657,-71.14045,-85.49629,368.10925,-54.71992,2
2055.59044,-11.45457,-0.19992,1.29357,-2014.6501,408.21201,-47.44109,-554.62434,-71.10988,-85.43809,368.13721,-54.66751,2
2055.58409,-11.45572,-0.19994,1.28553,-2014.63263,408.26623,-47.44787,-554.58266,-71.11684,-85.42832,368.17558,-54.64719,2
2055.57015,-11.46259,-0.20006,1.23817,-2014.57029,408.50359,-47.46878,-554.42082,-71.13995,-85.41971,368.35468,-54.61167,2
2055.55578,-11.47577,-0.20029,1.15258,-2014.46344,408.95795,-47.51625,-554.13844,-71.20195,-85.42917,368.71323,-54.56961,2
2055.53946,-11.49067,-0.20055,1.06179,-2014.3397,409.48508,-47.56911,-553.81113,-71.26995,-85.43662,369.12856,-54.51898,2
2055.52407,-11.509,-0.20087,1.00953,-2014.19554,410.11645,-47.64052,-553.42821,-71.36565,-85.45007,369.63008,-54.45689,2
2055.50906,-11.51072,-0.20090,0.98614,-2014.16821,410.17549,-47.65904,-553.36181,-71.39100,-85.48197,369.65898,-54.46986,2
2055.49176,-11.51645,-0.20100,0.95759,-2014.10884,410.38027,-47.72627,-553.21122,-71.49517,-85.57643,369.80426,-54.50815,2
2055.47767,-11.52734,-0.20119,0.95440,-2014.01651,410.76263,-47.82377,-552.97099,-71.64719,-85.69660,370.10118,-54.54746,2
2055.46835,-11.54281,-0.20146,1.00794,-2013.89605,411.30625,-47.93115,-552.65237,-71.81189,-85.80753,370.53777,-54.56741,2
2055.46905,-11.55713,-0.20171,1.10695,-2013.79653,411.79673,-48.01386,-552.38696,-71.93844,-85.87458,370.94477,-54.56384,2
2055.46985,-11.56687,-0.20188,1.21245,-2013.72658,412.14267,-48.06514,-552.20109,-72.01490,-85.89980,371.23234,-54.54361,2
2055.46923,-11.57146,-0.20196,1.29080,-2013.69346,412.30133,-48.10077,-552.11511,-72.07121,-85.93587,371.36284,-54.55189,2
2055.46968,-11.5726,-0.20198,1.32473,-2013.68408,412.34944,-48.12354,-552.09295,-72.10918,-85.96731,371.40338,-54.56793,2
2055.47628,-11.57317,-0.20199,1.31664,-2013.68602,412.37283,-48.13236,-552.09902,-72.12419,-85.96701,371.43146,-54.56237,2
2055.48178,-11.57203,-0.20197,1.28603,-2013.6986,412.33883,-48.11622,-552.13260,-72.09614,-85.92618,371.41016,-54.53354,2
2055.48615,-11.5663,-0.20187,1.22219,-2013.7453,412.13247,-48.06876,-552.25639,-72.01779,-85.84617,371.24393,-54.48879,2
2055.49104,-11.56401,-0.20183,1.14293,-2013.76826,412.04466,-48.02742,-552.31335,-71.94645,-85.76014,371.17522,-54.42991,2
2055.4936,-11.56057,-0.20177,1.06120,-2013.7927,411.93801,-47.99477,-552.37412,-71.89283,-85.71641,371.08842,-54.41075,2
2055.49432,-11.56114,-0.20178,0.98045,-2013.79134,411.94826,-47.95357,-552.36382,-71.81979,-85.63670,371.09611,-54.35680,2
2055.49141,-11.56286,-0.20181,0.90680,-2013.77684,412.00461,-47.93356,-552.31804,-71.78028,-85.58573,371.13488,-54.31459,2
2055.48896,-11.5663,-0.20187,0.84242,-2013.75021,412.12254,-47.93471,-552.23771,-71.77413,-85.55058,371.22322,-54.26966,2
2055.48858,-11.57146,-0.20196,0.79022,-2013.70939,412.32,-47.96224,-552.11854,-71.81151,-85.54796,371.37882,-54.23715,2
2055.48868,-11.57146,-0.20196,0.74783,-2013.71236,412.30602,-47.97473,-552.11764,-71.83063,-85.55917,371.35958,-54.23676,2
2055.49078,-11.57146,-0.20196,0.69981,-2013.71348,412.31099,-47.98668,-552.11179,-71.84931,-85.56124,371.35951,-54.22741,2
2055.49612,-11.57031,-0.20194,0.65126,-2013.72881,412.26276,-47.98862,-552.14368,-71.85356,-85.55316,371.32040,-54.21788,2
2055.50248,-11.57317,-0.20199,0.60581,-2013.71422,412.36572,-48.00782,-552.09622,-71.88320,-85.55190,371.40805,-54.19918,2
2055.50531,-11.5789,-0.20209,0.57776,-2013.67608,412.56602,-48.04574,-551.98662,-71.94267,-85.59197,371.57155,-54.20916,2
2055.51277,-11.58005,-0.20211,0.55575,-2013.67391,412.61375,-48.05493,-551.97308,-71.95913,-85.60811,371.61686,-54.22035,2
2055.52015,-11.57719,-0.20206,0.52642,-2013.70288,412.50916,-48.04454,-552.04397,-71.94902,-85.62738,371.53771,-54.25541,2
2055.5323,-11.57547,-0.20203,0.48924,-2013.72647,412.45453,-48.04093,-552.09879,-71.95148,-85.65688,371.50686,-54.29722,2
2055.54286,-11.57146,-0.20196,0.45163,-2013.76385,412.32467,-48.03095,-552.19108,-71.94490,-85.68391,371.41156,-54.34219,2
2055.54917,-11.5726,-0.20198,0.41527,-2013.76234,412.36347,-48.03886,-552.18042,-71.96110,-85.70825,371.44945,-54.36459,2
2055.55181,-11.56802,-0.20190,0.38220,-2013.79716,412.2066,-48.01795,-552.27057,-71.93199,-85.70915,371.32251,-54.38698,2
2055.55026,-11.56057,-0.20177,0.36380,-2013.84807,411.95002,-47.99394,-552.40911,-71.90027,-85.73119,371.11021,-54.43603,2
2055.5462,-11.55541,-0.20168,0.37091,-2013.88244,411.76171,-47.98023,-552.50770,-71.88312,-85.74745,370.95283,-54.46761,2
2055.54673,-11.55828,-0.20173,0.37020,-2013.8638,411.85551,-48.00040,-552.46434,-71.91606,-85.76357,371.03620,-54.46643,2
2055.54858,-11.56229,-0.20180,0.35071,-2013.83613,411.99999,-48.03447,-552.39766,-71.97198,-85.80183,371.16346,-54.47842,2
2055.54812,-11.57375,-0.20200,0.32818,-2013.75304,412.40364,-48.08831,-552.18243,-72.05062,-85.81949,371.50065,-54.44633,2
2055.55286,-11.58406,-0.20218,0.34698,-2013.68357,412.76631,-48.12955,-552.00206,-72.11088,-85.82243,371.81173,-54.41093,2
2055.56326,-11.59323,-0.20234,0.42260,-2013.62661,413.09588,-48.15436,-551.85097,-72.14586,-85.80584,372.10255,-54.36972,2
2055.57839,-11.5938,-0.20235,0.49142,-2013.6394,413.1088,-48.13511,-551.88166,-72.11594,-85.76297,372.13549,-54.34282,2
